sports_ref_ID,Player,From,To,School,Conf,G,MP,3P,3PA,threeP_percent,FT,FTA,FT_percent,PTS,3PG,threePAG,basketball_ref_ID,Player,G,MPG,3P,NBA_3PA,NBA_3P_percent
/cbb/players/dj-augustin-1.html,D.J. Augustin,2007,2008,Texas,Big 12,73,2662,119,296,0.402027027,323,400,0.8075,1234,1.6,4.1,/players/a/augusdj01.html,D.J. Augustin,651,23.6,796,2146,0.370922647
/cbb/players/arron-afflalo-1.html,Arron Afflalo,2005,2007,UCLA,Pac-10,104,3396,209,560,0.373214286,293,375,0.781333333,1540,2,5.4,/players/a/afflaar01.html,Arron Afflalo,709,28.4,825,2135,0.386416862
/cbb/players/devin-harris-1.html,Devin Harris,2002,2004,Wisconsin,Big Ten,96,3356,187,499,0.374749499,362,465,0.778494624,1425,1.9,5.2,/players/h/harride01.html,Devin Harris,846,25.5,691,2131,0.32426091
/cbb/players/danny-green-1.html,Danny Green,2006,2009,North Carolina,ACC,145,,184,491,0.374745418,202,239,0.845188285,1368,1.3,3.4,/players/g/greenda02.html,Danny Green,470,25,849,2123,0.399905794
/cbb/players/jeff-green-1.html,Jeff Green,2005,2007,Georgetown,Big East,102,3388,89,248,0.358870968,280,400,0.7,1339,0.9,2.4,/players/g/greenje02.html,Jeff Green,705,31.1,707,2122,0.333176249
/cbb/players/marcus-thornton-1.html,Marcus Thornton,2008,2009,Louisiana State,SEC,66,,168,440,0.381818182,243,315,0.771428571,1347,2.5,6.7,/players/t/thornma01.html,Marcus Thornton,483,23.4,735,2051,0.358361775
/cbb/players/wilson-chandler-1.html,Wilson Chandler,2006,2007,DePaul,Big East,59,1834,47,155,0.303225806,116,176,0.659090909,761,0.8,2.6,/players/c/chandwi01.html,Wilson Chandler,516,31.1,690,2035,0.339066339
/cbb/players/keith-bogans-1.html,Keith Bogans,2002,2003,Kentucky,SEC,68,1946,132,374,0.352941176,157,221,0.71040724,935,1.9,5.5,/players/b/boganke01.html,Keith Bogans,671,21.6,714,2020,0.353465347
/cbb/players/jared-dudley-1.html,Jared Dudley,2004,2007,Boston College,Total,130,4727,120,329,0.364741641,573,784,0.730867347,2071,0.9,2.5,/players/d/dudleja01.html,Jared Dudley,740,24,781,1968,0.396849593
/cbb/players/george-hill-1.html,George Hill,2005,2008,IUPUI,Total,95,3164,90,223,0.403587444,457,582,0.785223368,1619,0.9,2.3,/players/h/hillge01.html,George Hill,599,29,746,1965,0.379643766
/cbb/players/mario-chalmers-1.html,Mario Chalmers,2006,2008,Kansas,Big 12,110,3137,180,430,0.418604651,273,356,0.766853933,1341,1.6,3.9,/players/c/chalmma01.html,Mario Chalmers,580,27.3,702,1962,0.357798165
/cbb/players/anthony-morrow-1.html,Anthony Morrow,2005,2008,Georgia Tech,ACC,123,2906,258,613,0.420880914,196,226,0.867256637,1400,2.1,5,/players/m/morroan01.html,Anthony Morrow,564,21.8,807,1937,0.416623645
/cbb/players/james-jones-1.html,James Jones,2002,2003,Miami (FL),Big East,60,2005,73,205,0.356097561,229,274,0.835766423,882,1.2,3.4,/players/j/jonesja02.html,James Jones,709,15.7,776,1937,0.400619515
/cbb/players/matt-bonner-1.html,Matt Bonner,2002,2003,Florida,SEC,64,1913,109,257,0.424124514,148,194,0.762886598,985,1.7,4,/players/b/bonnema01.html,Matt Bonner,792,16.9,797,1923,0.414456578
/cbb/players/courtney-lee-1.html,Courtney Lee,2005,2008,Western Kentucky,Sun Belt,127,3957,245,611,0.400981997,389,476,0.817226891,2238,1.9,4.8,/players/l/leeco01.html,Courtney Lee,677,27.9,726,1879,0.386375732
/cbb/players/gordon-hayward-1.html,Gordon Hayward,2009,2010,Butler,Horizon,69,1239,116,314,0.369426752,280,340,0.823529412,992,1.7,4.6,/players/h/haywago01.html,Gordon Hayward,516,31.3,689,1873,0.36785905
/cbb/players/jodie-meeks-1.html,Jodie Meeks,2007,2009,Kentucky,SEC,81,,177,459,0.385620915,299,336,0.889880952,1246,2.2,5.7,/players/m/meeksjo01.html,Jodie Meeks,454,24,695,1850,0.375675676
/cbb/players/jose-barea-1.html,J.J. Barea,2003,2006,Northeastern,Total,113,3761,255,795,0.320754717,475,622,0.763665595,2290,2.3,7,/players/b/bareajo01.html,J.J. Barea,695,19.4,634,1804,0.351441242
/cbb/players/chris-duhon-1.html,Chris Duhon,2002,2004,Duke,ACC,105,3728,118,383,0.308093995,190,269,0.706319703,988,1.1,3.6,/players/d/duhonch01.html,Chris Duhon,606,25.6,649,1788,0.362975391
/cbb/players/brandon-knight-1.html,Brandon Knight,2011,2011,Kentucky,SEC,38,1363,87,231,0.376623377,136,171,0.795321637,657,2.3,6.1,/players/k/knighbr03.html,Brandon Knight,382,31.3,625,1752,0.35673516
/cbb/players/terrence-ross-1.html,Terrence Ross,2011,2012,Washington,Total,69,1681,116,319,0.363636364,97,127,0.763779528,847,1.7,4.6,/players/r/rosste01.html,Terrence Ross,387,23.8,644,1724,0.373549884
/cbb/players/jarrett-jack-1.html,Jarrett Jack,2003,2005,Georgia Tech,ACC,101,3260,93,259,0.359073359,360,452,0.796460177,1265,0.9,2.6,/players/j/jackja01.html,Jarrett Jack,805,28.1,595,1723,0.345327916
/cbb/players/luke-ridnour-1.html,Luke Ridnour,2002,2003,Oregon,Pac-10,68,2378,174,423,0.411347518,273,312,0.875,1191,2.6,6.2,/players/r/ridnolu01.html,Luke Ridnour,830,26.1,584,1674,0.348864994
/cbb/players/bradley-beal-1.html,Bradley Beal,2012,2012,Florida,SEC,37,1267,63,186,0.338709677,133,173,0.768786127,546,1.7,5,/players/b/bealbr01.html,Bradley Beal,324,33.3,663,1661,0.399157134
/cbb/players/francisco-garcia-1.html,Francisco Garcia,2003,2005,Louisville,CUSA,98,2757,180,488,0.368852459,309,364,0.848901099,1413,1.8,5,/players/g/garcifr01.html,Francisco Garcia,549,21.6,581,1627,0.357098955
/cbb/players/corey-brewer-1.html,Corey Brewer,2005,2007,Florida,SEC,108,2939,99,278,0.356115108,272,384,0.708333333,1225,0.9,2.6,/players/b/breweco01.html,Corey Brewer,711,24,458,1619,0.282890673
/cbb/players/chandler-parsons-1.html,Chandler Parsons,2008,2011,Florida,SEC,142,2283,153,454,0.337004405,245,401,0.610972569,1452,1.1,3.2,/players/p/parsoch01.html,Chandler Parsons,374,32.1,603,1615,0.373374613
/cbb/players/wayne-ellington-1.html,Wayne Ellington,2007,2009,North Carolina,ACC,115,,229,577,0.396880416,233,288,0.809027778,1694,2,5,/players/e/ellinwa01.html,Wayne Ellington,515,20.2,601,1595,0.376802508
/cbb/players/wes-johnson-1.html,Wes Johnson,2007,2010,Total,Total,93,1224,130,373,0.348525469,239,311,0.768488746,1293,1.4,4,/players/j/johnswe01.html,Wesley Johnson,497,23,529,1570,0.336942675
/cbb/players/jordan-farmar-1.html,Jordan Farmar,2005,2006,UCLA,Pac-10,66,2122,97,291,0.333333333,200,263,0.760456274,881,1.5,4.4,/players/f/farmajo01.html,Jordan Farmar,504,19.5,583,1559,0.373957665
/cbb/players/tayshaun-prince-1.html,Tayshaun Prince,2002,2002,Kentucky,SEC,32,1067,65,191,0.340314136,83,118,0.703389831,560,2,6,/players/p/princta01.html,Tayshaun Prince,1017,31,569,1550,0.367096774
/cbb/players/roger-mason-1.html,Roger Mason,2002,2002,Virginia,ACC,29,1046,81,221,0.366515837,133,151,0.880794702,538,2.8,7.6,/players/m/masonro01.html,Roger Mason,518,17.7,594,1549,0.383473209
/cbb/players/willie-green-1.html,Willie Green,2002,2003,Detroit Mercy,Horizon,59,1909,62,187,0.331550802,230,305,0.754098361,1074,1.1,3.2,/players/g/greenwi01.html,Willie Green,731,20.2,517,1494,0.34605087
/cbb/players/jeff-teague-1.html,Jeff Teague,2008,2009,Wake Forest,ACC,61,,77,183,0.420765027,293,361,0.811634349,1000,1.3,3,/players/t/teaguje01.html,Jeff Teague,600,27,510,1436,0.355153203
/cbb/players/kentavious-caldwell-pope-1.html,Kentavious Caldwell-Pope,2012,2013,Georgia,SEC,64,2114,149,439,0.339407745,188,250,0.752,1013,2.3,6.9,/players/c/caldwke01.html,Kentavious Caldwell-Pope,314,30.2,479,1435,0.333797909
/cbb/players/daniel-gibson-1.html,Daniel Gibson,2005,2006,Texas,Big 12,68,2246,175,452,0.387168142,172,232,0.74137931,935,2.6,6.6,/players/g/gibsoda01.html,Daniel Gibson,397,23.5,578,1419,0.407329105
/cbb/players/robert-covington-1.html,Robert Covington,2010,2013,Tennessee State,OVC,118,3536,182,431,0.422273782,320,399,0.802005013,1748,1.5,3.7,/players/c/covinro01.html,Robert Covington,211,28.5,478,1351,0.353811991
/cbb/players/steve-novak-1.html,Steve Novak,2003,2006,Marquette,Total,126,3401,354,768,0.4609375,243,261,0.931034483,1567,2.8,6.1,/players/n/novakst01.html,Steve Novak,467,12.1,575,1337,0.430067315
/cbb/players/kawhi-leonard-1.html,Kawhi Leonard,2010,2011,San Diego State,MWC,70,2236,41,164,0.25,195,262,0.744274809,990,0.6,2.3,/players/l/leonaka01.html,Kawhi Leonard,398,30.5,518,1335,0.388014981
/cbb/players/ty-lawson-1.html,Ty Lawson,2007,2009,North Carolina,ACC,105,,112,278,0.402877698,337,432,0.780092593,1375,1.1,2.6,/players/l/lawsoty01.html,Ty Lawson,551,29.2,473,1319,0.358605004
/cbb/players/jae-crowder-1.html,Jae Crowder,2011,2012,Marquette,Big East,72,2174,103,294,0.350340136,196,287,0.682926829,1049,1.4,4.1,/players/c/crowdja01.html,Jae Crowder,383,23.2,453,1308,0.346330275
/cbb/players/brandon-rush-1.html,Brandon Rush,2006,2008,Kansas,Big 12,109,3408,205,471,0.435244161,200,273,0.732600733,1477,1.9,4.3,/players/r/rushbr01.html,Brandon Rush,481,22,522,1300,0.401538462
/cbb/players/patrick-beverley-1.html,Patrick Beverley,2007,2008,Arkansas,SEC,70,,138,361,0.382271468,197,270,0.72962963,907,2,5.2,/players/b/beverpa01.html,Patrick Beverley,291,28.5,477,1272,0.375
/cbb/players/tim-hardaway-jr-1.html,Tim Hardaway,2011,2013,Michigan,Big Ten,107,3560,202,589,0.34295416,276,381,0.724409449,1532,1.9,5.5,/players/h/hardati02.html,Tim Hardaway,281,23.4,448,1271,0.352478363
/cbb/players/cj-watson-1.html,C.J. Watson,2003,2006,Tennessee,SEC,119,4059,165,417,0.395683453,401,516,0.777131783,1424,1.4,3.5,/players/w/watsocj01.html,C.J. Watson,600,20.2,471,1263,0.372921615
/cbb/players/toney-douglas-1.html,Toney Douglas,2005,2009,Total,Total,130,,240,639,0.375586854,462,576,0.802083333,2180,1.8,4.9,/players/d/douglto01.html,Toney Douglas,394,19.1,444,1256,0.353503185
/cbb/players/darren-collison-1.html,Darren Collison,2006,2009,UCLA,Pac-10,141,,163,371,0.4393531,347,408,0.850490196,1630,1.2,2.6,/players/c/collida01.html,Darren Collison,563,29.5,460,1211,0.379851363
/cbb/players/gary-neal-1.html,Gary Neal,2003,2007,Total,Total,106,,305,850,0.358823529,516,624,0.826923077,2295,2.9,8,/players/n/nealga01.html,Gary Neal,352,21.3,460,1203,0.38237739
/cbb/players/greivis-vasquez-1.html,Greivis Vasquez,2007,2010,Maryland,ACC,136,1120,230,699,0.329041488,439,530,0.828301887,2171,1.7,5.1,/players/v/vasqugr01.html,Greivis Vasquez,401,23.7,412,1180,0.349152542
/cbb/players/chase-budinger-1.html,Chase Budinger,2007,2009,Arizona,Pac-10,100,,190,496,0.383064516,309,395,0.782278481,1697,1.9,5,/players/b/budinch01.html,Chase Budinger,407,19.7,413,1172,0.352389078
/cbb/players/reggie-jackson-1.html,Reggie Jackson,2009,2011,Boston College,ACC,99,2095,121,345,0.350724638,223,296,0.753378378,1254,1.2,3.5,/players/j/jacksre01.html,Reggie Jackson,403,24.5,376,1170,0.321367521
/cbb/players/luther-head-1.html,Luther Head,2002,2005,Illinois,Big Ten,128,3250,209,547,0.382084095,182,242,0.752066116,1295,1.6,4.3,/players/h/headlu01.html,Luther Head,348,22.4,451,1162,0.388123924
/cbb/players/dion-waiters-1.html,Dion Waiters,2011,2012,Syracuse,Big East,71,1445,69,198,0.348484848,125,166,0.753012048,690,1,2.8,/players/w/waitedi01.html,Dion Waiters,335,28.6,399,1154,0.345753899
/cbb/players/cj-mccollum-1.html,C.J. McCollum,2010,2013,Lehigh,Patriot,111,3657,217,576,0.376736111,610,739,0.825439783,2361,2,5.2,/players/m/mccolcj01.html,C.J. McCollum,260,27,467,1130,0.413274336
/cbb/players/jeremy-lin-1.html,Jeremy Lin,2007,2010,Harvard,Ivy,115,933,108,324,0.333333333,363,495,0.733333333,1483,0.9,2.8,/players/l/linje01.html,Jeremy Lin,405,26.6,393,1124,0.349644128
/cbb/players/jannero-pargo-1.html,Jannero Pargo,2002,2002,Arkansas,SEC,29,789,95,220,0.431818182,57,73,0.780821918,482,3.3,7.6,/players/p/pargoja01.html,Jannero Pargo,499,14.9,400,1124,0.355871886
/cbb/players/iman-shumpert-1.html,Iman Shumpert,2009,2011,Georgia Tech,ACC,92,1896,111,364,0.304945055,281,381,0.737532808,1166,1.2,4,/players/s/shumpim01.html,Iman Shumpert,370,25.6,379,1115,0.339910314
/cbb/players/jarvis-hayes-1.html,Jarvis Hayes,2002,2003,Georgia,SEC,56,1852,103,277,0.371841155,134,173,0.774566474,1031,1.8,4.9,/players/h/hayesja01.html,Jarvis Hayes,427,23.2,392,1101,0.356039964
/cbb/players/draymond-green-1.html,Draymond Green,2009,2012,Michigan State,Big Ten,145,3197,91,252,0.361111111,340,495,0.686868687,1517,0.6,1.7,/players/g/greendr01.html,Draymond Green,397,26.8,361,1082,0.333641405
/cbb/players/khris-middleton-1.html,Khris Middleton,2010,2012,Texas A&M;,Big 12,87,2263,92,287,0.320557491,209,272,0.768382353,981,1.1,3.3,/players/m/middlkh01.html,Khris Middleton,296,30.6,431,1068,0.403558052
/cbb/players/jason-kapono-1.html,Jason Kapono,2002,2003,UCLA,Pac-10,62,2111,151,353,0.42776204,182,210,0.866666667,1015,2.4,5.7,/players/k/kaponja01.html,Jason Kapono,509,17.8,457,1054,0.433586338
/cbb/players/trey-burke-1.html,Trey Burke,2012,2013,Michigan,Big Ten,73,2605,133,362,0.367403315,226,291,0.776632302,1231,1.8,5,/players/b/burketr01.html,Trey Burke,267,24.8,354,1052,0.336501901
/cbb/players/ben-mclemore-1.html,Ben McLemore,2013,2013,Kansas,Big 12,37,1191,73,174,0.41954023,120,138,0.869565217,589,2,4.7,/players/m/mclembe01.html,Ben McLemore,293,25.5,367,1043,0.351869607
/cbb/players/josh-howard-1.html,Josh Howard,2002,2003,Wake Forest,ACC,62,1850,79,221,0.357466063,210,273,0.769230769,1037,1.3,3.6,/players/h/howarjo01.html,Josh Howard,507,30.3,342,1029,0.332361516
/cbb/players/jordan-crawford-1.html,Jordan Crawford,2008,2010,Total,Total,65,1147,109,284,0.383802817,166,217,0.764976959,1009,1.7,4.4,/players/c/crawfjo02.html,Jordan Crawford,276,24.6,322,1027,0.313534567
/cbb/players/delonte-west-1.html,Delonte West,2002,2004,Saint Joseph's,A-10,89,2384,113,300,0.376666667,222,267,0.831460674,1235,1.3,3.4,/players/w/westde01.html,Delonte West,432,27.4,376,1012,0.371541502
/cbb/players/harrison-barnes-1.html,Harrison Barnes,2011,2012,North Carolina,ACC,75,2198,116,332,0.34939759,234,319,0.73354232,1226,1.5,4.4,/players/b/barneha02.html,Harrison Barnes,386,29.6,365,986,0.370182556
/cbb/players/juan-dixon-1.html,Juan Dixon,2002,2002,Maryland,ACC,36,1209,92,232,0.396551724,141,157,0.898089172,735,2.6,6.4,/players/d/dixonju01.html,Juan Dixon,436,19.5,331,972,0.340534979
/cbb/players/ryan-gomes-1.html,Ryan Gomes,2002,2005,Providence,Big East,116,4077,81,230,0.352173913,489,620,0.788709677,2138,0.7,2,/players/g/gomesry01.html,Ryan Gomes,487,27.6,334,956,0.349372385
/cbb/players/hollis-thompson-1.html,Hollis Thompson,2010,2012,Georgetown,Big East,99,2434,128,291,0.439862543,115,170,0.676470588,859,1.3,2.9,/players/t/thompho01.html,Hollis Thompson,265,24.2,363,941,0.38575983
/cbb/players/rodney-hood-1.html,Rodney Hood,2012,2014,Total,Total,67,2200,118,298,0.395973154,136,176,0.772727273,890,1.8,4.4,/players/h/hoodro01.html,Rodney Hood,188,27.6,337,926,0.363930886
/cbb/players/brandon-roy-1.html,Brandon Roy,2003,2006,Washington,Pac-10,103,2837,53,154,0.344155844,358,468,0.764957265,1477,0.5,1.5,/players/r/roybr01.html,Brandon Roy,326,35.5,322,925,0.348108108
/cbb/players/rodney-stuckey-1.html,Rodney Stuckey,2006,2007,Eastern Washington,Big Sky,59,1955,98,309,0.317152104,386,479,0.805845511,1438,1.7,5.2,/players/s/stuckro01.html,Rodney Stuckey,651,27.5,276,921,0.299674267
/cbb/players/matt-carroll-1.html,Matt Carroll,2002,2003,Notre Dame,Big East,66,2188,172,420,0.40952381,192,229,0.838427948,1114,2.6,6.4,/players/c/carroma01.html,Matt Carroll,459,16.5,344,896,0.383928571
/cbb/players/tony-snell-1.html,Tony Snell,2011,2013,New Mexico,MWC,104,2583,165,434,0.380184332,165,201,0.820895522,952,1.6,4.2,/players/s/snellto01.html,Tony Snell,293,21.4,330,885,0.372881356
/cbb/players/isaiah-canaan-1.html,Isaiah Canaan,2010,2013,Murray State,OVC,132,3876,304,725,0.419310345,476,593,0.802698145,2050,2.3,5.5,/players/c/canaais01.html,Isaiah Canaan,185,20.3,310,880,0.352272727
/cbb/players/kent-bazemore-1.html,Kent Bazemore,2009,2012,Old Dominion,CAA,140,3110,100,299,0.334448161,284,489,0.580777096,1416,0.7,2.1,/players/b/bazemke01.html,Kent Bazemore,351,18.7,302,865,0.349132948
/cbb/players/marcus-smart-1.html,Marcus Smart,2013,2014,Oklahoma State,Big 12,64,2120,87,295,0.294915254,349,465,0.750537634,1064,1.4,4.6,/players/s/smartma01.html,Marcus Smart,207,28.4,246,845,0.29112426
/cbb/players/nik-stauskas-1.html,Nik Stauskas,2013,2014,Michigan,Big Ten,75,2471,172,390,0.441025641,242,291,0.83161512,1060,2.3,5.2,/players/s/stausni01.html,Nik Stauskas,226,22.7,286,833,0.343337335
/cbb/players/shannon-brown-1.html,Shannon Brown,2004,2006,Michigan State,Big Ten,97,2712,110,302,0.364238411,241,290,0.831034483,1183,1.1,3.1,/players/b/brownsh01.html,Shannon Brown,408,18,276,831,0.332129964
/cbb/players/luke-babbitt-1.html,Luke Babbitt,2009,2010,Nevada,WAC,68,1260,75,178,0.421348315,351,393,0.893129771,1316,1.1,2.6,/players/b/babbilu01.html,Luke Babbitt,331,13.9,334,823,0.405832321
/cbb/players/kyle-singler-1.html,Kyle Singler,2008,2011,Duke,ACC,148,2722,267,736,0.362771739,497,643,0.772939347,2392,1.8,5,/players/s/singlky01.html,Kyle Singler,344,22.5,297,821,0.361753959
/cbb/players/kareem-rush-1.html,Kareem Rush,2002,2002,Missouri,Big 12,36,1149,111,274,0.405109489,103,134,0.768656716,712,3.1,7.6,/players/r/rushka01.html,Kareem Rush,346,17.2,288,805,0.357763975
/cbb/players/austin-rivers-1.html,Austin Rivers,2012,2012,Duke,ACC,34,1129,58,159,0.364779874,121,184,0.657608696,527,1.7,4.7,/players/r/riverau01.html,Austin Rivers,347,22.6,276,800,0.345
/cbb/players/jordan-clarkson-1.html,Jordan Clarkson,2011,2014,Total,Total,93,2952,95,295,0.322033898,392,487,0.804928131,1433,1,3.2,/players/c/clarkjo01.html,Jordan Clarkson,220,29.2,266,797,0.333751568
/cbb/players/rashad-mccants-1.html,Rashad McCants,2003,2005,North Carolina,ACC,98,2863,221,533,0.414634146,272,377,0.721485411,1721,2.3,5.4,/players/m/mccanra01.html,Rashad McCants,249,20.2,292,793,0.368221942
/cbb/players/matthew-dellavedova-1.html,Matthew Dellavedova,2010,2013,Saint Mary's (CA),WCC,136,4944,288,761,0.378449409,465,541,0.859519409,1933,2.1,5.6,/players/d/dellama01.html,Matthew Dellavedova,291,22.4,302,776,0.389175258
/cbb/players/gerald-henderson-2.html,Gerald Henderson,2007,2009,Duke,ACC,103,,69,210,0.328571429,281,398,0.706030151,1262,0.7,2,/players/h/hendege02.html,Gerald Henderson,535,25.9,249,762,0.326771654
